嗚呼;ꜛaꜜあ
葯;ꜛやꜜく
ヤク;ꜛやꜜく
役;やꜛくꜜ
厄;やꜛくꜜ
焼く;やꜛく
妬く;やꜛく
夜具;ꜛやꜜぐ~
役員;やꜛくꜜいん
薬液;やꜛくꜜえき
薬液;やꜛくえき
薬園;やꜛくえん
厄落とし;やꜛくおꜜとし
やく貝;やꜛくꜜが~い
夜久貝;やꜛくꜜが~い
薬害;やꜛくが~い
役替え;やꜛくが~え
役替え;やꜛくが~えꜜ
薬学;やꜛくが~く
薬学;やꜛくꜜが~く
薬学士;やꜛくが~ꜜく*し
薬学博士;やꜛくが~くはꜜく*し
薬学部;やꜛくが~ꜜくぶ
薬学部;やꜛくが~くꜜぶ
役柄;やꜛくが~ら
役柄;やꜛくが~らꜜ
役儀;ꜛやꜜくぎ~
役儀;やꜛくぎ~ꜜ
約言;やꜛくげ~ん
訳語;やꜛくご~
やくざ;ꜛやꜜくざ
薬剤;やꜛくざい
薬剤;やꜛくꜜざい
薬剤師;やꜛくざꜜいし
やく殺;やꜛく*さつ
扼殺;やꜛく*さつ
薬殺;やꜛく*さつ
やくざ者;やꜛくざもの
薬師;ꜛやꜜく*し
訳詞;やꜛく*し
訳詩;やꜛく*し
薬じ;やꜛくじ
薬餌;やꜛくじ
薬じ;ꜛやꜜくじ
薬餌;ꜛやꜜくじ
薬師如来;やꜛく*しにょꜜらい
薬事法;やꜛくじほう
薬事法;やꜛくじꜜほう
訳者;ꜛやꜜく*しゃ
役者;やꜛく*しゃ
役者子ども;やꜛく*しゃこꜜども
薬種;やꜛく*しゅ
薬種商;やꜛく*しゅꜜしょう
訳出;やꜛくし*ゅつ
訳述;やꜛくじゅつ
訳書;ꜛやꜜく*しょ
訳書;やꜛく*しょ
役所;やꜛく*しょꜜ
お役所;oꜛやく*しょ
躍如;ꜛやꜜくじょ
約定;やꜛくじょう
約定済み;やꜛくじょうずみ
役職;やꜛく*しょく
躍進;やꜛく*しん
薬しん;やꜛく*しん
薬疹;やꜛく*しん
訳す;やꜛく*ꜜす
約す;やꜛく*ꜜす
約数;やꜛく*すꜜう
役付き;やꜛくずき
役付き;やꜛくづき
役付き;やꜛくずきꜜ
役付き;やꜛくづきꜜ
役作り;やꜛくずꜜくり
役作り;やꜛくづꜜくり
役相撲;やꜛくずꜜもう
約する;やꜛく*すꜜる
訳する;やꜛく*すꜜる
扼する;やꜛく*すꜜる
薬石;やꜛく*せき
薬ぜん;やꜛくꜜぜん
薬膳;やꜛくꜜぜん
薬草;やꜛく*そう
役僧;やꜛく*そう
役僧;やꜛく*そꜜう
約束;やꜛく*そく
約束事;やꜛく*そくご~と
約束手形;やꜛく*そく*てꜜが~た
益体;やꜛく*たい
益体;やꜛく*たꜜい
薬代;やꜛくだい
役高;やꜛくꜜだか
役立たず;やꜛく*たꜜたず
役立つ;やꜛくだꜜつ
役立てる;やꜛくだてꜜる
訳注;やꜛく*ちゅう
約手;やꜛく*て
薬湯;やꜛく*とう
躍動;やꜛくどう
役得;やꜛく*とく
訳読;やꜛくどく
薬毒;やꜛくどく
役所;やꜛくどꜜころ
厄年;やꜛくꜜどし
厄難;やꜛくなん
厄難;やꜛくꜜなん
役人;やꜛくにん
役人風;やꜛくにꜜんかぜ
役場;やꜛくばꜜ
厄払い;やꜛくばꜜらい
厄日;やꜛくꜜび
疫病;やꜛくꜜびょう
疫病;やꜛくびょう
疫病神;やꜛくびょꜜうが~み
疫病神;やꜛくびょうが~み
薬品;やꜛく*ひん
役不足;やꜛくぶꜜそく
薬物;やꜛくꜜぶつ
薬物;やꜛくぶつ
薬物学;やꜛくぶつꜜが~く
訳文;やꜛくぶん
約分;やꜛくぶん
薬方;やꜛく*ほう
訳本;やꜛく*ほん
厄負け;やꜛくまけ
厄負け;やꜛくまけꜜ
役回り;やꜛくまꜜわり
薬味;やꜛくみ
薬味;やꜛくみꜜ
役向き;やꜛくむき
役目;やꜛくめꜜ
お役目;oꜛやくめ
薬名;やꜛくめい
役名;やꜛくめい
訳名;やꜛくめい
役々;やꜛくꜜやく
薬用;やꜛくよう
薬用酒;やꜛくよꜜうしゅ
薬用酒;やꜛくようしゅ
薬用植物;やꜛくようしょくꜜぶつ
薬用せっけん;やꜛくようせꜜっけん
厄よけ;やꜛくよけ
厄除け;やꜛくよけ
厄よけ;やꜛくよけꜜ
厄除け;やꜛくよけꜜ
櫓;やꜛぐ~ら
やぐら落とし;やꜛぐ~らおꜜとし
やぐら下;やꜛぐ~らし*た
やぐら太鼓;やꜛぐ~らだꜜいこ
やぐら投げ;やꜛぐ~らなげ~
やぐら門;やꜛぐ~らꜜもん
薬理;ꜛやꜜくり
薬理学;やꜛくりꜜが~く
役力士;やꜛくりꜜき*し
矢車;やꜛぐ~ꜜるま
矢車菊;やꜛぐ~るまꜜぎ~く
矢車草;やꜛぐ~るまそう
薬ろう;やꜛくろう
薬篭;やꜛくろう
役割;やꜛくわり
役割;やꜛくわꜜり
役割;やꜛくわりꜜ
やく腕;やꜛくわん
扼腕;やꜛくわん
自棄;ꜛやꜜけ
焼け上がる;やꜛけあが~ꜜる
焼け上がる;やꜛけあが~る
焼け跡;やꜛけあと
焼け穴;やꜛけあな
夜景;やꜛけい
夜警;やꜛけい
焼け石;やꜛけいし
焼け落ちる;やꜛけおちꜜる
焼けぐあい;やꜛけぐꜜあい
焼け焦がし;やꜛけこが~し
焼け焦げ;やꜛけこげ~
やけ酒;やꜛけざけ
やけ酒;やꜛけꜜざけ
焼け死に;やꜛけじに
焼け死ぬ;やꜛけしꜜぬ
焼け出され;やꜛけだされ
焼け出される;やꜛけだされꜜる
焼けただれる;やꜛけただれꜜる
焼け爛れる;やꜛけただれꜜる
焼けつく;やꜛけつ*ꜜく
焼け土;やꜛけつ*ち
やけっぱち;やꜛけっぱち
やけっぱち;やꜛけっぱꜜち
火傷;やꜛけど
焼け野;やꜛけの
焼け野が原;やꜛけのが~ꜜはら
焼け残り;やꜛけのこり
焼け残る;やꜛけのこꜜる
焼け野原;やꜛけのꜜはら
やけ半分;やꜛけはꜜんぶん
自棄半分;やꜛけはꜜんぶん
焼け火ばし;やꜛけひꜜばし
焼け太り;やꜛけぶとり
焼け太り;やꜛけぶꜜとり
焼けぼっくい;やꜛけぼꜜっくい
焼け山;やꜛけやま
焼ける;やꜛける
妬ける;やꜛける
野犬;やꜛけん
薬研;やꜛげ~ん
野犬狩り;やꜛけんが~り
やご;ꜛやꜜご~
矢声;ꜛやꜜご~え
夜行;やꜛこう
屋号;ꜛやꜜご~う
野合;やꜛご~う
夜光貝;やꜛこꜜうが~い
夜光虫;やꜛこうちゅう
夜光虫;やꜛこꜜうちゅう
夜光時計;やꜛこうどꜜけい
野菜;やꜛさい
野菜売り;やꜛさꜜいうり
野菜サラダ;やꜛさいさꜜらだ
野菜物;やꜛさいもの
優男;やꜛさおꜜとこ
家捜し;やꜛさꜜが~し
優形;やꜛさが~た
矢先;やꜛさき
矢先;やꜛさきꜜ
矢叫び;やꜛさꜜけび
矢叫び;やꜛたꜜけび
優しい;やꜛさしい
易しい;やꜛさしい
優しげ;やꜛさしꜜげ~
優しげ;やꜛさしげ~
優しさ;やꜛさし*さ
優しさ;やꜛさし*ꜜさ
優しさ;やꜛさꜜし*さ
優しみ;やꜛさしみ
優姿;やꜛさすꜜが~た
矢ざま;やꜛざま
矢狭間;やꜛざま
野蚕;やꜛさん
香具師;ꜛやꜜし
椰子;ꜛやꜜし
野次;ꜛやꜜじ
やじ馬;やꜛじうま
八潮路;やꜛしおꜜじ
八潮路;やꜛしおじ
椰子蟹;やꜛしꜜが~に
屋敷;やꜛし*きꜜ
お屋敷;oꜛやし*き
屋敷跡;やꜛし*きあꜜと
屋敷勤め;やꜛし*きずꜜとめ
弥次喜多;やꜛじき*た
弥次喜多;やꜛじきだ
屋敷奉公;やꜛし*きぼꜜうこう
屋敷町;やꜛし*きꜜまち
養い;やꜛしない
養う;やꜛしなꜜう
養う;やꜛしなう
夜しゃ;ꜛやꜜしゃ
夜叉;ꜛやꜜしゃ
玄孫;やꜛしゃご~
やし油;やꜛしꜜゆ
椰子油;やꜛしꜜゆ
野趣;ꜛやꜜしゅ
野手;ꜛやꜜしゅ
夜襲;やꜛしゅう
野獣;やꜛじゅう
夜食;やꜛしょく
矢じり;やꜛじり
矢鏃;やꜛじり
矢じり;ꜛやꜜじり
矢鏃;ꜛやꜜじり
やし林;やꜛしꜜりん
椰子林;やꜛしꜜりん
野次る;やꜛじꜜる
矢印;やꜛじꜜるし
社;ꜛやꜜしろ
やじろべえ;やꜛじろꜜべえ
やじろべえ;やꜛじろꜜべい
野心;ꜛやꜜしん
野心;やꜛしん
野人;やꜛじん
野心家;やꜛしんか
やす;やꜛす
安上がり;やꜛすあꜜが~り
安い;やꜛすꜜい
易い;やꜛすꜜい
安請け合い;やꜛすうꜜけあい
安売り;やꜛすうり
安かろう悪かろう;ꜛやす*かꜜろうわꜛるかろꜜう
家作り;やꜛずꜜくり
家作り;やꜛづꜜくり
安月給;やꜛすげꜜっきゅう
安酒;やꜛすざけ
安酒;やꜛすꜜざけ
矢筒;ꜛやꜜずつ
矢筒;ꜛやꜜづつ
安っぽい;やꜛす*っぽꜜい
安っぽさ;やꜛす*っぽꜜさ
安手;やꜛすで
馬陸;やꜛすで
安値;やꜛすꜜね
安値;やꜛすね
安普請;やꜛすぶꜜしん
休まる;やꜛすまꜜる
休み;やꜛすみꜜ
お休み;oꜛやすみ
休み休み;やꜛすみやꜜすみ
休む;やꜛすꜜむ
安め;やꜛすめ
安め;やꜛすめꜜ
休める;やꜛすめꜜる
安物;やꜛすもの
安物買い;やꜛすものꜜかい
易易;やꜛすやꜜす
安宿;やꜛすやど
休らい;やꜛすらꜜい
休らい;やꜛすらい
休らう;やꜛすらꜜう
安らか;やꜛすꜜらか
安らぎ;やꜛすらぎ~
安らぎ;やꜛすらぎ~ꜜ
安らぐ;やꜛすらꜜぐ~
鑢;やꜛすり
やすり紙;やꜛすりꜜが~み
鑢紙;やꜛすりꜜが~み
矢弦;ꜛやꜜずる
安んじる;やꜛすんじꜜる
安んずる;やꜛすんずꜜる
野性;やꜛせい
野生;やꜛせい
野性的;やꜛせいてき
やせ腕;やꜛせうで
やせ馬;やꜛせうま
やせ衰える;やꜛせおとろえꜜる
やせ衰える;やꜛせおとろꜜえる
やせ形;やꜛせが~た
やせ我慢;やꜛせがꜜまん
やせぎす;やꜛせぎ~す
やせこける;やꜛせこけꜜる
やせっこける;やꜛせっこけꜜる
痩や肉;やꜛせじし
やせ地;やꜛせち
やせ土;やꜛせつ*ち
やせっぽち;やꜛせっぽꜜち
やせっぽち;やꜛせっぽちꜜ
やせても枯れても;ꜛやせꜜてもかꜛれてꜜも
やせ細る;やꜛせほそꜜる
やせ山;やꜛせやま
痩せる;やꜛせる
やせ浪人;やꜛせろꜜうにん
夜戦;やꜛせん
野戦;やꜛせん
夜戦;ꜛやꜜせん
野戦;ꜛやꜜせん
耶蘇;ꜛやꜜそ
野草;やꜛそう
夜想曲;やꜛそꜜうきょく
ヤソ教;やꜛそきょう
耶蘇教;やꜛそきょう
八十路;やꜛそじ
八十路;ꜛやꜜそじ
八十路;やꜛそꜜじ
屋台;ꜛやꜜたい
屋台崩し;やꜛたいくꜜずし
矢大臣;やꜛだꜜいじん
屋台ばやし;やꜛたいばꜜやし
屋台囃子;やꜛたいばꜜやし
屋台骨;やꜛたいぼね
屋台骨;やꜛたꜜいぼね
屋台店;やꜛたꜜいみせ
八咫烏;やꜛたが~ꜜらす
やたけ心;やꜛたけご~ꜜころ
弥猛心;やꜛたけご~ꜜころ
弥猛に;ꜛやꜜたけに
弥猛に;やꜛたけに
矢立て;やꜛたてꜜ
矢種;やꜛだꜜね
矢種;ꜛやꜜだね
八咫の鏡;やꜛたのかが~みꜜ
矢弾;やꜛだま
矢鱈;やꜛたら
やたら漬け;やꜛたらずけ
やたら漬け;やꜛたらづけ
やたらに;やꜛたらに
や地;ꜛやꜜち
谷地;ꜛやꜜち
夜中;ꜛやꜜちゅう
夜中;やꜛちゅう
野鳥;やꜛちょう
家賃;ꜛやꜜちん
奴;ꜛやꜜつ
八つ;やꜛつꜜ
八つ当たり;やꜛつあꜜたり
八つ当たり;やꜛつあたり
薬禍;ꜛやꜜっか
薬価;ꜛやꜜっか
薬価;やꜛっか
厄介;ꜛやꜜっかい
やっかい払い;やꜛっかいばꜜらい
やっかい者;やꜛっかいもの
やっかい者;やꜛっかいもꜜの
やっかい者;やꜛっかいものꜜ
薬価基準;やꜛっかきꜜじゅん
八頭;やꜛつが~ꜜしら
八頭;やꜛつが~しら
八頭;やꜛつが~しらꜜ
約款;やꜛっかん
八月;ꜛやꜜつ*き
躍起;やꜛっき
躍起;やꜛっきꜜ
矢継早;やꜛつぎ~ばや
薬きょう;やꜛっきょう
薬莢;やꜛっきょう
薬局;やꜛっきょく
薬局方;やꜛっきょくꜜほう
薬局方;やꜛっきょく*ほう
八つ切り;やꜛつぎ~り
八つ口;やꜛつく*ち
ヤッケ;ꜛやꜜっけ
奴;やꜛっこ
薬効;やꜛっこう
奴凧;やꜛっこだꜜこ
奴凧;やꜛっこꜜだこ
やっこ豆腐;やꜛっこどꜜうふ
八つ下がり;やꜛつ*さꜜが~り
八つ裂き;やꜛつざき
やっさもっさ;やꜛっさもꜜっさ
窶す;やꜛつ*ꜜす
八つ;やꜛっつꜜ
八つ;やꜛっつ
やっつけ仕事;やꜛっつ*けしꜜご~と
やっつける;やꜛっつ*けꜜる
八手;やꜛつで
やって来る;やꜛってくꜜる
やっと;やꜛっと
やっと;やꜛっとꜜ
八つ時;やꜛつどき
鋏;やꜛっとこ
やっとこさ;やꜛっとこさ
やっとこさ;やꜛっとこさꜜ
やっとのことで;やꜛっとのことꜜで
やっとのことで;やꜛっとꜜのことで
八つ橋;やꜛつꜜはし
やっぱり;やꜛっぱꜜり
矢つぼ;ꜛやꜜつぼ
矢壺;ꜛやꜜつぼ
八つ棟造り;やꜛつむねずꜜくり
八つ棟造り;やꜛつむねづꜜくり
八目鰻;やꜛつめうꜜなぎ~
奴等;ꜛやꜜつら
やつれる;やꜛつれꜜる
野と;ꜛやꜜと
野兎;ꜛやꜜと
宿;ꜛやꜜど
お宿;oꜛやど
雇い;やꜛとꜜい
お雇い;oꜛやとい
雇い入れ;やꜛといいれ
雇い入れる;やꜛといいれꜜる
雇い入れる;やꜛといいれる
雇い切り;やꜛといきり
雇い人;やꜛといにん
雇い人;やꜛとꜜいにん
雇い主;やꜛとꜜいぬし
雇い主;やꜛといꜜぬし
雇う;やꜛとꜜう
野党;ꜛやꜜとう
野党;やꜛとう
夜盗;やꜛとう
夜盗虫;やꜛとꜜうむし
宿親;やꜛどおや
宿替え;やꜛどが~え
やどかり;やꜛどかり
やどかり;やꜛどꜜかり
宿下がり;やꜛどさꜜが~り
宿す;やꜛどꜜす
宿銭;やꜛどꜜせん
宿帳;やꜛどちょう
宿賃;やꜛどꜜちん
宿無し;やꜛどなし
宿主;やꜛどꜜぬし
宿引き;やꜛどꜜひ*き
宿引き;やꜛどひ*き
宿もと;やꜛどもと
宿許;やꜛどもと
宿屋;やꜛどや
宿り;やꜛどりꜜ
宿り木;やꜛどりꜜぎ~
宿り木;やꜛどりぎ~
宿る;やꜛどꜜる
宿六;やꜛどろく
宿割り;やꜛどわり
簗;ꜛやꜜな
やなあさって;やꜛなあさꜜって
やない箱;やꜛなꜜいばこ
柳筥箱;やꜛなꜜいばこ
やな川;やꜛなが~わ
柳川;やꜛなが~わ
やな川なべ;やꜛなが~わなꜜべ
柳川鍋;やꜛなが~わなꜜべ
柳;やꜛなぎ~
柳ごうり;やꜛなぎ~ご~ꜜうり
柳ごり;やꜛなぎ~ご~ꜜり
柳腰;やꜛなぎ~ご~し
柳多留;やꜛなぎ~だる
柳刃;やꜛなぎ~ꜜば
柳刃;やꜛなぎ~ば
やな場;やꜛなば
簗場;やꜛなば
家並み;やꜛなみ
家鳴り;やꜛなり
家鳴り;やꜛなりꜜ
脂;やꜛにꜜ
やに下がる;やꜛにさが~ꜜる
やに下がる;やꜛにさが~る
夜尿症;やꜛにょうしょう
夜尿症;やꜛにょꜜうしょう
やにわに;やꜛにわに
家主;ꜛやꜜぬし
家主;やꜛぬし
屋根;ꜛやꜜね
屋根石;やꜛねꜜいし
屋根石;やꜛねいし
屋根板;やꜛねいた
屋根裏;やꜛねうら
屋根がわら;やꜛねが~ꜜわら
屋根伝い;やꜛねずꜜたい
屋根ふき;やꜛねꜜふ*き
屋根ふき;やꜛねふ*き
屋根船;やꜛねぶꜜね
屋根船;やꜛねぶね
屋根屋;やꜛねꜜや
やのあさって;やꜛのあさꜜって
やの字結び;やꜛのじむꜜすび
矢場;やꜛば
矢場;やꜛばꜜ
矢はず;やꜛはず
矢筈;やꜛはず
矢羽根;ꜛやꜜばね
矢羽根;やꜛばね
やはり;やꜛはꜜり
夜半;やꜛはん
夜半;ꜛやꜜはん
野蛮;やꜛばん
夜半ごろ;やꜛはんご~ꜜろ
野蛮人;やꜛばんじꜜん
夜半過ぎ;やꜛはんすぎ~ꜜ
夜半過ぎ;やꜛはんすꜜぎ~
夜半前後;やꜛはんぜꜜんご~
野卑;ꜛやꜜひ
藪;やꜛぶ
やぶ医者;やꜛぶいしゃ
やぶ入り;やꜛぶいり
やぶうぐいす;やꜛぶうぐ~ꜜいす
藪蚊;やꜛぶか
やぶ陰;やꜛぶかげ~
藪陰;やꜛぶかげ~
やぶ陰;やꜛぶかꜜげ~
藪陰;やꜛぶかꜜげ~
やぶがらし;やꜛぶが~らし
破く;やꜛぶꜜく
破ける;やꜛぶけꜜる
藪柑子;やꜛぶこꜜうじ
藪柑子;やꜛぶこうじ
やぶさか;やꜛぶさか
やぶさか;やꜛぶꜜさか
流鏑馬;やꜛぶさめ
矢ぶすま;やꜛぶꜜすま
藪蕎麦;やꜛぶそば
やぶ畳;やꜛぶだꜜたみ
藪蚊;やꜛぶっか
藪椿;やꜛぶつꜜばき
やぶにらみ;やꜛぶにらみ
やぶにらみ;やꜛぶにꜜらみ
藪蛇;やꜛぶへび
矢文;やꜛぶみ
矢文;ꜛやꜜぶみ
破る;やꜛぶꜜる
敗る;やꜛぶꜜる
破れ;やꜛぶれꜜ
破れ傘;やꜛぶれが~ꜜさ
破れかぶれ;やꜛぶれかꜜぶれ
破れ衣;やꜛぶれご~ꜜろも
破れ目;やꜛぶれめ
破れ目;やꜛぶれめꜜ
破れる;やꜛぶれꜜる
敗れる;やꜛぶれꜜる
夜分;ꜛやꜜぶん
野暮;ꜛやꜜぼ
野砲;ꜛやꜜほう
野望;やꜛぼう
やぼったい;やꜛぼったꜜい
山;やꜛまꜜ
お山;oꜛやま
山あい;やꜛまあい
山間;やꜛまあい
山あい;やꜛまあꜜい
山間;やꜛまあꜜい
山あらし;やꜛまあꜜらし
山嵐;やꜛまあꜜらし
豪猪;やꜛまあꜜらし
山歩き;やꜛまあꜜるき
病;ꜛやꜜまい
病こうこう;ꜛやꜜまいこうこう
病膏肓;ꜛやꜜまいこうこう
病知らず;やꜛまいしꜜらず
病だれ;やꜛまいだれ
山犬;やꜛまいぬ
山芋;やꜛまいも
山奥;やꜛまおꜜく
山男;やꜛまおꜜとこ
山折り;やꜛまおり
山おろし;やꜛまおꜜろし
山颪;やꜛまおꜜろし
山家;やꜛまが~
山家;やꜛまꜜが~
山かい;やꜛまかい
山峡;やꜛまかい
やまかがし;やꜛまかꜜが~し
山掛け;やꜛまかけ
山陰;やꜛまかげ~
山陰;やꜛまかꜜげ~
山かご;やꜛまꜜかご~
山駕篭;やꜛまꜜかご~
山かご;やꜛまかご~
山駕篭;やꜛまかご~
山火事;やꜛまかじ
山火事;やꜛまかꜜじ
山風;やꜛまꜜかぜ
山家育ち;やꜛまが~そꜜだち
山形;やꜛまꜜが~た
山型;やꜛまが~た
山刀;やꜛまが~ꜜたな
山雀;やꜛまが~ら
山雀;やꜛまꜜが~ら
山狩り;やꜛまが~り
山鹿流;やꜛまが~りゅう
山川;やꜛまꜜかわ
山川;やꜛまが~わ
山側;やꜛまが~わ
山冠;やꜛまかꜜんむり
山気;やꜛまぎ~ꜜ
山気;やꜛまぎ~
山霧;やꜛまꜜぎ~り
山ぎり;やꜛまꜜぎ~り
山桐;やꜛまꜜぎ~り
山際;やꜛまぎ~わ
山鯨;やꜛまくꜜじら
山崩れ;やꜛまくꜜずれ
山口;やꜛまꜜぐ~ち
山国;やꜛまꜜぐ~に
山気;やꜛまけꜜ
山気;やꜛまけ
山越え;やꜛまご~え
山越し;やꜛまご~し
山ことば;やꜛまこꜜとば
山牛蒡;やꜛまごꜜぼう
山ごもり;やꜛまご~ꜜもり
山小屋;やꜛまご~や
山坂;やꜛまꜜさか
山桜;やꜛまざꜜくら
山里;やꜛまざと
山里;やꜛまꜜざと
山猿;やꜛまざる
山猿;やꜛまざꜜる
山師;やꜛまꜜし
山路;やꜛまじ
山路;やꜛまꜜじ
疚しい;やꜛましꜜい
山塩;やꜛまꜜじお
山仕事;やꜛましꜜご~と
山城;やꜛまじろ
山ずきん;やꜛまずꜜきん
山頭巾;やꜛまずꜜきん
山すそ;やꜛます*そ
山裾;やꜛます*そ
山伝い;やꜛまずꜜたい
山住み;やꜛまずみ
山積み;やꜛまずみ
山積み;やꜛまづみ
山背;ꜛやꜜませ
山背風;やꜛませꜜかぜ
山沿い;やꜛまぞい
山育ち;やꜛまそꜜだち
山田;やꜛまだ
山台;やꜛまだい
山高;やꜛまたか
山高帽;やꜛまたかꜜぼう
山出し;やꜛまだし
八岐の大蛇;やꜛまたのおꜜろち
山っ気;やꜛまっけ
山っ気;やꜛまっけꜜ
山続き;やꜛまつꜜずき
山続き;やꜛまつꜜづき
山つつじ;やꜛまつ*ꜜつじ
山つつじ;やꜛまつ*つꜜじ
山津波;やꜛまつꜜなみ
山手;やꜛまて
山手;やꜛまてꜜ
山手;ꜛやꜜまて
山寺;やꜛまꜜでら
大和;ꜛやꜜまと
倭;ꜛやꜜまと
大和芋;やꜛまとꜜいも
大和芋;やꜛまといも
大和歌;やꜛまとꜜうた
大和絵;やꜛまとꜜえ
大和絵;やꜛまとえ
大和がき;やꜛまとꜜが~き
大和柿;やꜛまとꜜが~き
大和心;やꜛまとご~ꜜころ
大和言葉;やꜛまとこꜜとば
大和西瓜;やꜛまとすꜜいか
大和西瓜;やꜛまとずꜜいか
大和魂;やꜛまとだꜜましい
大和撫子;やꜛまとなでꜜし*こ
やまと煮;やꜛまとに
大和煮;やꜛまとに
大和錦;やꜛまとにꜜし*き
大和塀;やꜛまとꜜべい
山止め;やꜛまどめ
山止め;やꜛまどめꜜ
山鳥;やꜛまꜜどり
山中;やꜛまなか
山梨;やꜛまꜜなし
山並み;やꜛまなみ
山鳴り;やꜛまなり
山なり;やꜛまなり
山形;やꜛまなり
山猫;やꜛまねこ
山の芋;やꜛまのいも
山の芋;やꜛまのいもꜜ
山の神;やꜛまのꜜかみ
山の神;やꜛまのかꜜみ
山の幸;やꜛまのさꜜち
山の手;やꜛまのて
山の手;やꜛまのꜜて
山手線;やꜛまのてせん
山の端;やꜛまのは
山の端;やꜛまのꜜは
山登り;やꜛまのꜜぼり
山場;やꜛまば
山肌;やꜛまはだ
山畑;やꜛまばた
山畑;やꜛまはた
山鳩;やꜛまばと
山鳩;やꜛまばꜜと
やまばと色;やꜛまばといろ
山鳩色;やꜛまばといろ
山番;やꜛまばん
山番;やꜛまꜜばん
山彦;やꜛまびこ
山彦;やꜛまꜜびこ
山ひだ;やꜛまひだ
山襞;やꜛまひだ
山人;やꜛまびと
山開き;やꜛまびꜜらき
山吹;やꜛまꜜぶき
やまぶき色;やꜛまぶきいろ
山伏;やꜛまꜜぶし
やまぶどう;やꜛまぶꜜどう
山懐;やꜛまふ*とꜜころ
山懐;やꜛまふ*ꜜところ
山辺;やꜛまべ
山辺;やꜛまべꜜ
山偏;やꜛまへん
山法師;やꜛまほꜜうし
山ぼこ;やꜛまぼこ
山鉾;やꜛまぼこ
山ぼこ;やꜛまꜜぼこ
山鉾;やꜛまꜜぼこ
山ほととぎす;やꜛまほととꜜぎ~す
山時鳥;やꜛまほととꜜぎ~す
山繭;やꜛままゆ
山回り;やꜛままꜜわり
山水;やꜛまꜜみず
山道;やꜛまꜜみち
山女;やꜛまめ
山巡り;やꜛまめꜜぐ~り
山持ち;やꜛまもち
山もと;やꜛまもと
山元;やꜛまもと
山桃;やꜛまもも
山桃;やꜛまꜜもも
山守;やꜛまꜜもり
山盛り;やꜛまもり
山焼き;やꜛまやき
山焼け;やꜛまやけ
山々;やꜛまꜜやま
やまやま;やꜛまやま
山百合;やꜛまꜜゆり
山分け;やꜛまわけ
山分け;やꜛまわけꜜ
山んば;やꜛまꜜんば
山姥;やꜛまꜜんば
山んば;ꜛやꜜまんば
山姥;ꜛやꜜまんば
闇;やꜛみꜜ
病み上がり;やꜛみあが~り
やみ市;やꜛみꜜいち
やみ市;やꜛみいꜜち
やみ討ち;やꜛみうち
やみ売り;やꜛみうり
やみ金融;やꜛみきꜜんゆう
やみ金利;やꜛみきꜜんり
闇金利;やꜛみきꜜんり
闇雲;やꜛみくも
やみ路;やꜛみじ
やみ路;やꜛみꜜじ
やみ汁;やꜛみじꜜる
闇汁;やꜛみじꜜる
やみ相場;やꜛみそꜜうば
病みつき;やꜛみつ*き
病みつく;やꜛみつ*ꜜく
病みつく;やꜛみつ*く
やみ取り引き;やꜛみとꜜりひ*き
やみ取り引き;やꜛみとりꜜひ*き
やみ値;やꜛみꜜね
やみ値;やꜛみね
病みほうける;やꜛみほうけꜜる
やみ屋;やꜛみꜜや
闇屋;やꜛみꜜや
やみ夜;やꜛみꜜよ
やみルート;やꜛみるꜜうと
病み患い;やꜛみわꜜずらい
病み患い;やꜛみわずらい
病む;ꜛやꜜむ
止む;やꜛむ
やむをえず;やꜛむおえꜜず
やむをえない;やꜛむおえꜜない
飲茶;やꜛむꜜちゃ
飲茶;やꜛむちゃ
巳むない;やꜛむなꜜい
やむなく;やꜛむꜜなく
やむなく;やꜛむなꜜく
辞める;やꜛめる
止める;やꜛめる
罷める;やꜛめる
夜盲症;やꜛもうしょう
夜盲症;やꜛもꜜうしょう
寡婦;やꜛもめ
鰥夫;やꜛもめ
やもめ暮らし;やꜛもめぐ~ꜜらし
守宮;ꜛやꜜもり
やや;ꜛやꜜや
ややこしい;やꜛやこしꜜい
ややっこしい;やꜛやっこしꜜい
ややもすれば;ꜛやꜜやもすれば
揶揄;ꜛやꜜゆ
弥生;やꜛよい
弥生式土器;やꜛよいし*きどꜜき
夜来;やꜛらい
夜来;ꜛやꜜらい
矢来;やꜛらい
やらずの雨;やꜛらずのあꜜめ
やらせ;やꜛらせ
槍;やꜛり
やり合い;やꜛりあい
遣り合い;やꜛりあい
やり合う;やꜛりあꜜう
槍烏賊;やꜛりꜜいか
槍烏賊;やꜛりいか
遣りおおせる;やꜛりおうせꜜる
遣りおおせる;やꜛりおおせꜜる
遣り甲斐;やꜛりが~い
やり替え;やꜛりかえ
やり返す;やꜛりかꜜえす
やり替える;やꜛりかえꜜる
やり替える;やꜛりかꜜえる
やりかけ;やꜛりかけ
やり方;やꜛりかた
やり傷;やꜛりꜜきず
槍傷;やꜛりꜜきず
やり傷;やꜛりきず
槍傷;やꜛりきず
やりきれない;やꜛりきれꜜない
やりきれぬ;やꜛりきれꜜぬ
やり口;やꜛりꜜく*ち
やり口;やꜛりく*ち
やりくり;やꜛりꜜくり
やりくり;やꜛりくり
やりくり算段;やꜛりくりさꜜんだん
やりくる;やꜛりくꜜる
やりこなす;やꜛりこなꜜす
やり込める;やꜛりこめꜜる
やり先;やꜛりさき
槍先;やꜛりさき
